,game_id,game_datetime,game_date,game_type,status,away_name,home_name,away_id,home_id,doubleheader,game_num,home_probable_pitcher,away_probable_pitcher,home_pitcher_note,away_pitcher_note,away_score,home_score,current_inning,inning_state,venue_id,venue_name,national_broadcasts,series_status,winning_team,losing_team,winning_pitcher,losing_pitcher,save_pitcher,summary
168,716701,2023-09-06T23:05:00Z,2023-09-06,R,Scheduled,New York Mets,Washington Nationals,121,120,N,1,,,,,0,0,,,3309,Nationals Park,[],,,,,,,2023-09-06 - New York Mets @ Washington Nationals (Scheduled)
169,716666,2023-09-09T00:10:00Z,2023-09-08,R,Scheduled,New York Mets,Minnesota Twins,121,142,N,1,,,,,0,0,,,3312,Target Field,[],,,,,,,2023-09-08 - New York Mets @ Minnesota Twins (Scheduled)
170,716654,2023-09-09T18:10:00Z,2023-09-09,R,Scheduled,New York Mets,Minnesota Twins,121,142,N,1,,,,,0,0,,,3312,Target Field,[],,,,,,,2023-09-09 - New York Mets @ Minnesota Twins (Scheduled)
171,716639,2023-09-10T18:10:00Z,2023-09-10,R,Scheduled,New York Mets,Minnesota Twins,121,142,N,1,,,,,0,0,,,3312,Target Field,[],,,,,,,2023-09-10 - New York Mets @ Minnesota Twins (Scheduled)
172,716627,2023-09-11T23:10:00Z,2023-09-11,R,Scheduled,Arizona Diamondbacks,New York Mets,109,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-11 - Arizona Diamondbacks @ New York Mets (Scheduled)
173,716615,2023-09-12T23:10:00Z,2023-09-12,R,Scheduled,Arizona Diamondbacks,New York Mets,109,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-12 - Arizona Diamondbacks @ New York Mets (Scheduled)
174,716595,2023-09-13T23:10:00Z,2023-09-13,R,Scheduled,Arizona Diamondbacks,New York Mets,109,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-13 - Arizona Diamondbacks @ New York Mets (Scheduled)
175,716588,2023-09-14T20:10:00Z,2023-09-14,R,Scheduled,Arizona Diamondbacks,New York Mets,109,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-14 - Arizona Diamondbacks @ New York Mets (Scheduled)
176,716574,2023-09-15T23:10:00Z,2023-09-15,R,Scheduled,Cincinnati Reds,New York Mets,113,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-15 - Cincinnati Reds @ New York Mets (Scheduled)
177,716555,2023-09-16T23:10:00Z,2023-09-16,R,Scheduled,Cincinnati Reds,New York Mets,113,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-16 - Cincinnati Reds @ New York Mets (Scheduled)
